字词,拼音
"班妾辞辇","bān qiè cí niǎn"
"班然","bān rán"
"班荣","bān rónɡ"
"班如","bān rú"
"班瑞","bān ruì"
"班散","bān sàn"
"班扇","bān shàn"
"班生","bān shēnɡ"
"班生庐","bān shēnɡ lú"
"班声","bān shēnɡ"
"班师","bān shī"
"班史","bān shǐ"
"班士","bān shì"
"班氏庐","bān shì lú"
"班示","bān shì"
"班首","bān shǒu"
"班授","bān shòu"
"班书","bān shū"
"班叔","bān shū"
"班输","bān shū"
"班朔","bān shuò"
"班丝贝","bān sī bèi"
"班丝布","bān sī bù"
"班司","bān sī"
"班送","bān sònɡ"
"班随","bān suí"
"班台","bān tái"
"班廷","bān tínɡ"
"班庭","bān tínɡ"
"班头","bān tóu"
"班图人","bān tú rén"
"班委会","bān wěi huì"
"班位","bān wèi"
"班文儿","bān wén ér"
"班锡","bān xī"
"班霞","bān xiá"
"班香宋艳","bān xiānɡ sònɡ yàn"
"班谢","bān xiè"
"班心","bān xīn"
"班行","bān xínɡ"
"班序","bān xù"
"班叙","bān xù"
"班宣","bān xuān"
"班旋","bān xuán"
"班荀","bān xún"
"班迓","bān yà"
"班扬","bān yánɡ"
"班羪","bān yǎnɡ"
"班谒","bān yè"
"班衣","bān yī"
"班衣戏彩","bān yī xì cǎi"
"班役","bān yì"
"班迎","bān yínɡ"
"班鱼","bān yú"
"班谕","bān yù"
"班媛","bān yuán"
"班张","bān zhānɡ"
"班政","bān zhènɡ"
"班枝花","bān zhī huā"
"班直","bān zhí"
"班指","bān zhǐ"
"班制","bān zhì"
"班治","bān zhì"
"班秩","bān zhì"
"班竹","bān zhú"
"班主","bān zhǔ"
"班主任","bān zhǔ rèn"
"班资","bān zī"
"班子","bān zǐ"
"班左","bān zuǒ"
"班坐","bān zuò"
"般般","bān bān"
"般比","bān bǐ"
"般辟","bān pì"
"般剥","bān bāo"
"般礴","bān bó"
"般缠","bān chán"
"般肠","bān chánɡ"
"般倕","bān zhuì"
"般担","bān dān"
"般当","bān dānɡ"
"般调","bān diào"
"般尔","bān ěr"
"般费","bān fèi"
"般伏","bān fú"
"般庚","bān ɡēnɡ"
"般关","bān ɡuān"
"般湼盘","bān hè pán"
"般还","bān hái"
"般桓","bān huán"
"般姜鼠","bān jiānɡ shǔ"
"般匠","bān jiànɡ"
"般斤","bān jīn"
"般爵","bān jué"
"般乐","bān lè"
"般量","bān liànɡ"
"般泥洹","bān ní huán"
"般弄","bān nònɡ"
"般若","bān ruò"
"般若汤","bān ruò tānɡ"
"般跚","bān shān"
"般涉调·哨遍·高祖还乡","bān shè diào  shào biàn  ɡāo zǔ hái xiānɡ"
"般师","bān shī"
"般首","bān shǒu"
"般输","bān shū"
"般旋","bān xuán"
"般演","bān yǎn"
"般逸","bān yì"
"般游","bān yóu"
"般运","bān yùn"
"颁白","bān bái"
"颁榜","bān bǎnɡ"
"颁斌","bān bīn"
"颁鬓","bān bìn"
"颁冰","bān bīnɡ"
"颁布","bān bù"
"颁常","bān chánɡ"
"颁赐","bān cì"
"颁定","bān dìnɡ"
"颁方","bān fānɡ"
"颁付","bān fù"
"颁告","bān ɡào"
"颁给","bān ɡěi"
"颁官","bān ɡuān"
"颁驾","bān jià"
"颁奖","bān jiǎnɡ"
"颁奬","bān jiǎnɡ"
"颁降","bān jiànɡ"
"颁金","bān jīn"
"颁犒","bān kào"
"颁赉","bān lài"
"颁历","bān lì"
"颁马","bān mǎ"
"颁禽","bān qín"
"颁赏","bān shǎnɡ"
"颁示","bān shì"
"颁式","bān shì"
"颁首","bān shǒu"
"颁朔","bān shuò"
"颁条","bān tiáo"
"颁锡","bān xī"
"颁行","bān xínɡ"
"颁宣","bān xuān"
"颁学","bān xué"
"颁扬","bān yánɡ"
"颁赠","bān zènɡ"
"颁正","bān zhènɡ"
"恶戾","è lì"
"恶脸","è liǎn"
"恶劣","è liè"
"恶林","è lín"
"恶露","è lù"
"恶轮","è lún"
"恶马","è mǎ"
"恶梦","è mènɡ"
"恶名","è mínɡ"
"恶模样","è mó yànɡ"
"恶魔","è mó"
"恶木","è mù"
"恶逆","è nì"
"恶念","è niàn"
"恶孽","è niè"
"恶女","è nǚ"
"恶虐","è nüè"
"恶癖","è pǐ"
"恶气","è qì"
"恶钱","è qián"
"恶取笑","è qǔ xiào"
"恶趣","è qù"
"恶人","è rén"
"恶人先告状","è rén xiān ɡào zhuànɡ"
"恶人自有恶人磨","è rén zì yǒu è rén mó"
"恶稔","è rěn"
"恶日","è rì"
"恶肉","è ròu"
"恶弱","è ruò"
"恶色","è sè"
"恶杀","è shā"
"恶杀都来","è shā dōu lái"
"恶刹","è shā"
"恶煞星","è shà xīnɡ"
"恶山","è shān"
"恶讪","è shàn"
"恶上","è shànɡ"
"恶少","è shǎo"
"恶少年","è shǎo nián"
"恶舌","è shé"
"恶生","è shēnɡ"
"恶声","è shēnɡ"
"恶声恶气","è shēnɡ è qì"
"恶师","è shī"
"恶诗","è shī"
"恶湿居下","è shī jū xià"
"恶石","è shí"
"恶识","è shí"
"恶实","è shí"
"恶食","è shí"
"恶世","è shì"
"恶事传千里","è shì chuán qiān lǐ"
"恶事行千里","è shì xínɡ qiān lǐ"
"恶势力","è shì lì"
"恶势煞","è shì shà"
"恶谥","è shì"
"恶首","è shǒu"
"恶书","è shū"
"恶孰","è shú"
"恶水","è shuǐ"
"恶说","è shuō"
"恶俗","è sú"
"恶岁","è suì"
"恶谈","è tán"
"恶讨","è tǎo"
"恶慝","è tè"
"恶头儿","è tóu ér"
"恶徒","è tú"
"恶沱","è tuó"
"恶文","è wén"
"恶卧","è wò"
"恶物","è wù"
"恶习","è xí"
"恶戏","è xì"
"恶嫌","è xián"
"恶限","è xiàn"
"恶相","è xiānɡ"
"恶相仪","è xiānɡ yí"
"恶香火","è xiānɡ huǒ"
"恶向胆边生","è xiànɡ dǎn biān shēnɡ"
"恶心","è xīn"
"恶心(ě-)","è xīn    "
"恶心烦","è xīn fán"
"恶心钱","è xīn qián"
"恶歆歆","è xīn xīn"
"恶噷噷","è  "
"恶形恶状","è xínɡ è zhuànɡ"
"恶性","è xìnɡ"
"恶性循环","è xìnɡ xún huán"
"恶性肿瘤","è xìnɡ zhǒnɡ liú"
"恶许","è xǔ"
"恶血","è xuè"
"恶谑","è xuè"
"恶言","è yán"
"恶言厉色","è yán lì sè"
"恶药","è yào"
"恶业","è yè"
"恶衣","è yī"
"恶衣恶食","è yī è shí"
"恶衣菲食","è yī fēi shí"
"恶衣粝食","è yī lì shí"
"恶衣蔬食","è yī shū shí"
"恶意","è yì"
"恶斁","è "
"恶语","è yǔ"
"恶语伤人六月寒","è yǔ shānɡ rén liù yuè hán"
"恶欲","è yù"
"恶缘恶业","è yuán è yè"
"恶月","è yuè"
"恶运","è yùn"
"恶韵","è yùn"
"恶赃皮","è zānɡ pí"
"恶躁","è zào"
"恶札","è zhá"
"恶战","è zhàn"
"恶丈夫","è zhànɡ fū"
"恶障","è zhànɡ"
"恶幛","è zhànɡ"
"恶兆","è zhào"
"恶征","è zhēnɡ"
"恶支沙","è zhī shā"
"恶支煞","è zhī shà"
"恶知识","è zhī shí"
"恶直丑正","è zhí chǒu zhènɡ"
"恶终","è zhōnɡ"
"恶状","è zhuànɡ"
"恶浊","è zhuó"
"恶子","è zǐ"
"恶紫夺朱","è zǐ duó zhū"
"恶字","è zì"
"恶卒","è zú"
"恶阻","è zǔ"
"恶醉强酒","è zuì qiánɡ jiǔ"
"恶作","è zuò"
"恶作剧","è zuò jù"
"饿病","è bìnɡ"
"饿踣","è bó"
"饿答","è dá"
"饿饭","è fàn"
"饿夫","è fū"
"饿莩","è piǎo"
"饿鬼","è ɡuǐ"
"饿汉","è hàn"
"饿虎扑食","è hǔ pū shí"
"饿虎吞羊","è hǔ tūn yánɡ"
"饿喙","è huì"
"饿火","è huǒ"
"饿馑","è jǐn"
"饿狼","è lánɡ"
"饿老鸱","è lǎo chī"
"饿羸","è léi"
"饿理","è lǐ"
"饿隶","è lì"
"饿馁","è něi"
"饿殍","è piǎo"
"饿杀","è shā"
"饿死漂渚","è sǐ piāo zhǔ"
"饿死事小，失节事大","è sǐ shì xiǎo  shī jié shì dà"
"饿殕","è yè"
"饿薇","è wēi"
"鼻牛","bí niú"
"鼻牛儿","bí niú ér"
"鼻钮","bí niǔ"
"鼻衄","bí nǜ"
"鼻旁窦","bí pánɡ dòu"
"鼻气","bí qì"
"鼻气如雷","bí qì rú léi"
"鼻褰","bí qiān"
"鼻腔","bí qiānɡ"
"鼻窍","bí qiào"
"鼻青额肿","bí qīnɡ é zhǒnɡ"
"鼻青脸肿","bí qīnɡ liǎn zhǒnɡ"
"鼻青眼乌","bí qīnɡ yǎn wū"
"鼻青眼紫","bí qīnɡ yǎn zǐ"
"鼻鼽","bí qiú"
"鼻蕋","bí áo"
"鼻塞","bí sāi"
"鼻山","bí shān"
"鼻山根","bí shān ɡēn"
"鼻上","bí shànɡ"
"鼻哂","bí shěn"
"鼻绳","bí shénɡ"
"鼻屎","bí "
"鼻水","bí shuǐ"
"鼻饲","bí sì"
"鼻酸","bí suān"
"鼻隧","bí suì"
"鼻塌唇青","bí tā chún qīnɡ"
"鼻塌嘴歪","bí tā zuǐ wāi"
"鼻洟","bí tì"
"鼻涕","bí tì"
"鼻涕虫","bí tì chónɡ"
"鼻涕团","bí tì tuán"
"鼻嚏","bí tì"
"鼻汀","bí tīnɡ"
"鼻亭","bí tínɡ"
"鼻亭山","bí tínɡ shān"
"鼻亭神","bí tínɡ shén"
"鼻头","bí tóu"
"鼻头出火","bí tóu chū huǒ"
"鼻洼","bí wā"
"鼻洼子","bí wā zǐ"
"鼻窝","bí wō"
"鼻息","bí xī"
"鼻息肉","bí xī ròu"
"鼻息如雷","bí xī rú léi"
"鼻犀","bí xī"
"鼻瘜","bí xī"
"鼻箫","bí xiāo"
"鼻笑","bí xiào"
"鼻须","bí xū"
"鼻选","bí xuǎn"
"鼻烟","bí yān"
"鼻烟壶","bí yān hú"
"鼻烟瓶","bí yān pínɡ"
"鼻炎","bí yán"
"鼻眼","bí yǎn"
"鼻液","bí yè"
"鼻夷","bí yí"
"鼻翼","bí yì"
"鼻音","bí yīn"
"鼻饮","bí yǐn"
"鼻渊","bí yuān"
"鼻韵母","bí yùn mǔ"
"鼻皶","bí zhā"
"鼻皻","bí "
"鼻张","bí zhānɡ"
"鼻针","bí zhēn"
"鼻痔","bí zhì"
"鼻窒","bí zhì"
"鼻中隔","bí zhōnɡ ɡé"
"鼻肿眼青","bí zhǒnɡ yǎn qīnɡ"
"鼻珠","bí zhū"
"鼻注","bí zhù"
"鼻柱","bí zhù"
"鼻准","bí zhǔn"
"鼻斲","bí zhuó"
"鼻子","bí zǐ"
"鼻子底下","bí zǐ dǐ xià"
"鼻子管","bí zǐ ɡuǎn"
"鼻子头","bí zǐ tóu"
"鼻子下面","bí zǐ xià miàn"
"鼻子眼儿","bí zǐ yǎn ér"
"鼻祖","bí zǔ"
"匕筴","bǐ jiā"
"匕鬯","bǐ chànɡ"
"匕鬯不惊","bǐ chànɡ bù jīnɡ"
"匕爨","bǐ cuàn"
"匕首","bǐ shǒu"
"匕筯","bǐ qiónɡ"
"匕箸","bǐ zhù"
"比迸","bǐ bènɡ"
"比比","bǐ bǐ"
"比比皆是","bǐ bǐ jiē shì"
"比并","bǐ bìnɡ"
"比捕","bǐ bǔ"
"比才","bǐ cái"
"比长","bǐ chánɡ"
"比冲","bǐ chōnɡ"
"比俦","bǐ chóu"
"比雠","bǐ chóu"
"比佽","bǐ cì"
"比党","bǐ dǎnɡ"
"比德","bǐ dé"
"比度","bǐ dù"
"比法","bǐ fǎ"
"比灋","bǐ "
"比方","bǐ fānɡ"
"比仿","bǐ fǎnɡ"
"比分","bǐ fēn"
"比讽","bǐ fěnɡ"
"比附","bǐ fù"
"比坿","bǐ "
"比各","bǐ ɡè"
"比哈尔人","bǐ hā ěr rén"
"比户可封","bǐ hù kě fēnɡ"
"比划","bǐ huá"
"比画","bǐ huà"
"比基尼","bǐ jī ní"
"比及","bǐ jí"
"比集","bǐ jí"
"比辑","bǐ jí"
"比际","bǐ jì"
"比甲","bǐ jiǎ"
"比价","bǐ jià"
"比假","bǐ jiǎ"
"比肩","bǐ jiān"
"比肩迭迹","bǐ jiān dié jì"
"比肩迭踵","bǐ jiān dié zhǒnɡ"
"比肩褂","bǐ jiān ɡuà"
"比肩继踵","bǐ jiān jì zhǒnɡ"
"比肩接踵","bǐ jiān jiē zhǒnɡ"
"比肩连袂","bǐ jiān lián mèi"
"比肩民","bǐ jiān mín"
"比肩人","bǐ jiān rén"
"比肩兽","bǐ jiān shòu"
"比肩随踵","bǐ jiān suí zhǒnɡ"
"比肩系踵","bǐ jiān xì zhǒnɡ"
"比谏","bǐ jiàn"
"比较","bǐ jiào"
"比较成本说","bǐ jiào chénɡ běn shuō"
"比较价格","bǐ jiào jià ɡé"
"比较教育","bǐ jiào jiào yù"
"比较文化","bǐ jiào wén huà"
"比较文学","bǐ jiào wén xué"
"比居","bǐ jū"
"比句","bǐ jù"
"比勘","bǐ kān"
"比来","bǐ lái"
"比勒陀利亚","bǐ lè tuó lì yà"
"比类","bǐ lèi"
"比类合谊","bǐ lèi hé yì"
"比利牛斯山脉","bǐ lì niú sī shān mài"
"比利时","bǐ lì shí"
"比例","bǐ lì"
"比例尺","bǐ lì chǐ"
"比例税","bǐ lì shuì"
"比例税制","bǐ lì shuì zhì"
"比量","bǐ liànɡ"
"比量齐观","bǐ liànɡ qí ɡuān"
"端罩","duān zhào"
"端整","duān zhěnɡ"
"端正","duān zhènɡ"
"端正月","duān zhènɡ yuè"
"端直","duān zhí"
"端志","duān zhì"
"端重","duān zhònɡ"
"端庄","duān zhuānɡ"
"端紫","duān zǐ"
"端坐","duān zuò"
"短暗","duǎn àn"
"短袄","duǎn ǎo"
"短罢","duǎn bà"
"短榜","duǎn bǎnɡ"
"短笔","duǎn bǐ"
"短兵","duǎn bīnɡ"
"短兵接","duǎn bīnɡ jiē"
"短兵相接","duǎn bīnɡ xiānɡ jiē"
"短波","duǎn bō"
"短不了","duǎn bù le"
"短簿","duǎn bù"
"短簿祠","duǎn bù cí"
"短才","duǎn cái"
"短策","duǎn cè"
"短长","duǎn chánɡ"
"短长亭","duǎn chánɡ tínɡ"
"短长吟","duǎn chánɡ yín"
"短趁","duǎn chèn"
"短程","duǎn chénɡ"
"短秤","duǎn chènɡ"
"短吃少穿","duǎn chī shǎo chuān"
"短铳","duǎn chònɡ"
"短丑","duǎn chǒu"
"短处","duǎn chǔ"
"短绌","duǎn chù"
"短促","duǎn cù"
"短打","duǎn dǎ"
"短打扮","duǎn dǎ bàn"
"短打武生","duǎn dǎ wǔ shēnɡ"
"短刀","duǎn dāo"
"短刀直入","duǎn dāo zhí rù"
"短道儿","duǎn dào ér"
"短笛","duǎn dí"
"短递","duǎn dì"
"短调","duǎn diào"
"短犊","duǎn dú"
"短恶","duǎn è"
"短发","duǎn fā"
"短乏","duǎn fá"
"短番","duǎn fān"
"短蕃匠","duǎn fān jiànɡ"
"短封","duǎn fēnɡ"
"短歌行","duǎn ɡē xínɡ"
"短绠","duǎn ɡěnɡ"
"短绠汲深","duǎn ɡěnɡ jí shēn"
"短工","duǎn ɡōnɡ"
"短功","duǎn ɡōnɡ"
"短供","duǎn ɡònɡ"
"短古取","duǎn ɡǔ qǔ"
"短骨","duǎn ɡǔ"
"短褂","duǎn ɡuà"
"短晷","duǎn ɡuǐ"
"短号","duǎn hào"
"短褐","duǎn hè"
"短褐不全","duǎn hè bù quán"
"短褐不完","duǎn hè bù wán"
"短褐袍","duǎn hè páo"
"短后","duǎn hòu"
"短后衣","duǎn hòu yī"
"短忽","duǎn hū"
"短弧","duǎn hú"
"短狐","duǎn hú"
"短话","duǎn huà"
"短怀","duǎn huái"
"短黄","duǎn huánɡ"
"短毁","duǎn huǐ"
"短楫","duǎn jí"
"短檝","duǎn sǎn"
"短计","duǎn jì"
"短价","duǎn jià"
"短笺","duǎn jiān"
"短简","duǎn jiǎn"
"短见","duǎn jiàn"
"短见薄识","duǎn jiàn báo shí"
"短剑","duǎn jiàn"
"短角","duǎn jiǎo"
"短接","duǎn jiē"
"短景","duǎn jǐnɡ"
"短局促","duǎn jú cù"
"短句","duǎn jù"
"短卷","duǎn juàn"
"短撅撅","duǎn juē juē"
"短裤党","duǎn kù dǎnɡ"
"短款","duǎn kuǎn"
"短篱","duǎn lí"
"短李","duǎn lǐ"
"短历","duǎn lì"
"短笠","duǎn lì"
"短陋","duǎn lòu"
"短路","duǎn lù"
"短虑","duǎn lǜ"
"短略","duǎn lüè"
"短论","duǎn lùn"
"短帽","duǎn mào"
"短命","duǎn mìnɡ"
"短命鬼","duǎn mìnɡ ɡuǐ"
"短陌","duǎn mò"
"短弄","duǎn nònɡ"
"短盘","duǎn pán"
"短盘驴","duǎn pán lǘ"
"短跑","duǎn pǎo"
"短蓬","duǎn pénɡ"
"短篷","duǎn pénɡ"
"短篇","duǎn piān"
"短篇小说","duǎn piān xiǎo shuō"
"短票","duǎn piào"
"短砯","duǎn pīnɡ"
"短平快","duǎn pínɡ kuài"
"短评","duǎn pínɡ"
"短屏","duǎn pínɡ"
"短期","duǎn qī"
"短期资金市场","duǎn qī zī jīn shì chǎnɡ"
"短气","duǎn qì"
"短器械","duǎn qì xiè"
"短钱","duǎn qián"
"短浅","duǎn qiǎn"
"短欠","duǎn qiàn"
"短枪","duǎn qiānɡ"
"短墙","duǎn qiánɡ"
"短檠","duǎn qínɡ"
"短檠灯","duǎn qínɡ dēnɡ"
"短拳","duǎn quán"
"短券","duǎn quàn"
"短缺","duǎn quē"
"短日","duǎn rì"
"短日照植物","duǎn rì zhào zhí wù"
"短弱","duǎn ruò"
"短丧","duǎn sànɡ"
"短衫","duǎn shān"
"短少","duǎn shǎo"
"短生","duǎn shēnɡ"
"短什","duǎn shí"
"短世","duǎn shì"
"短寿促命","duǎn shòu cù mìnɡ"
"短书","duǎn shū"
"短算","duǎn suàn"
"短岁","duǎn suì"
"短蓑","duǎn suō"
"短缩","duǎn suō"
"短榻","duǎn tà"
"短叹长吁","duǎn tàn chánɡ yù"
"短提铳","duǎn tí chònɡ"
"短亭","duǎn tínɡ"
"短艇","duǎn tǐnɡ"
"短头","duǎn tóu"
"短途","duǎn tú"
"短线","duǎn xiàn"
"短箫","duǎn xiāo"
"短小","duǎn xiǎo"
"短小精悍","duǎn xiǎo jīnɡ hàn"
"动辄得咎","dònɡ zhé dé jiù"
"动支","dònɡ zhī"
"动止","dònɡ zhǐ"
"动众","dònɡ zhònɡ"
"动嘴","dònɡ zuǐ"
"动作","dònɡ zuò"
"冻笔","dònɡ bǐ"
"冻闭","dònɡ bì"
"冻飙","dònɡ biāo"
"冻冰","dònɡ bīnɡ"
"冻剥剥","dònɡ bāo bāo"
"冻草","dònɡ cǎo"
"冻疮","dònɡ chuānɡ"
"冻刺刺","dònɡ cì cì"
"冻皴","dònɡ cūn"
"冻冻","dònɡ dònɡ"
"冻豆腐","dònɡ dòu fǔ"
"冻饿","dònɡ è"
"冻害","dònɡ hài"
"冻寒","dònɡ hán"
"冻毫","dònɡ háo"
"冻合","dònɡ hé"
"冻僵","dònɡ jiānɡ"
"冻结","dònɡ jié"
"冻解冰释","dònɡ jiě bīnɡ shì"
"冻噤","dònɡ jìn"
"冻九","dònɡ jiǔ"
"冻酒","dònɡ jiǔ"
"冻橘","dònɡ jú"
"冻岚","dònɡ lán"
"冻醪","dònɡ láo"
"冻雷","dònɡ léi"
"冻梨","dònɡ lí"
"冻黎","dònɡ lí"
"冻醴","dònɡ lǐ"
"冻冽","dònɡ liè"
"冻裂","dònɡ liè"
"冻凌","dònɡ línɡ"
"冻柳","dònɡ liǔ"
"冻碌碌","dònɡ lù lù"
"冻轮","dònɡ lún"
"冻馁","dònɡ něi"
"冻凝","dònɡ nínɡ"
"冻浦鱼惊","dònɡ pǔ yú jīnɡ"
"冻钦钦","dònɡ qīn qīn"
"冻青","dònɡ qīnɡ"
"冻泉","dònɡ quán"
"冻雀","dònɡ què"
"冻雀唐昭","dònɡ què tánɡ zhāo"
"冻人","dònɡ rén"
"冻伤","dònɡ shānɡ"
"冻石","dònɡ shí"
"冻树","dònɡ shù"
"冻笋","dònɡ sǔn"
"冻天行","dònɡ tiān xínɡ"
"冻土","dònɡ tǔ"
"冻喂","dònɡ wèi"
"冻雪","dònɡ xuě"
"冻研","dònɡ yán"
"冻砚","dònɡ yàn"
"冻液","dònɡ yè"
"冻饮","dònɡ yǐn"
"冻芋","dònɡ yù"
"冻樾","dònɡ yuè"
"冻云","dònɡ yún"
"冻蛰","dònɡ zhé"
"冻瘃","dònɡ zhú"
"冻莇","dònɡ zhù"
"侗长","dònɡ chánɡ"
"侗侗","dònɡ dònɡ"
"侗剧","dònɡ jù"
"侗戏","dònɡ xì"
"侗族","dònɡ zú"
"侗族大歌","dònɡ zú dà ɡē"
"峒兵","dònɡ bīnɡ"
"峒丁","dònɡ dīnɡ"
"峒户","dònɡ hù"
"峒人","dònɡ rén"
"峒室","dònɡ shì"
"恫瘝","dònɡ ɡuān"
"恫鳏","dònɡ ɡuān"
"恫骇","dònɡ hài"
"恫喝","dònɡ hē"
"恫悔","dònɡ huǐ"
"恫矜","dònɡ jīn"
"恫惧","dònɡ jù"
"恫恐","dònɡ kǒnɡ"
"恫扰","dònɡ rǎo"
"恫吓","dònɡ xià"
"恫胁","dònɡ xié"
"恫心","dònɡ xīn"
"恫疑","dònɡ yí"
"恫疑虚喝","dònɡ yí xū hē"
"恫疑虚猲","dònɡ yí xū "
"恫忧","dònɡ yōu"
"恫怨","dònɡ yuàn"
"恫震","dònɡ zhèn"
"挏酒","dònɡ jiǔ"
"挏马","dònɡ mǎ"
"挏马酒","dònɡ mǎ jiǔ"
"挏乳","dònɡ rǔ"
"栋材","dònɡ cái"
"栋榱","dònɡ cuī"
"栋鄂","dònɡ è"
"栋鄂部","dònɡ è bù"
"栋桴","dònɡ fú"
"栋干","dònɡ ɡàn"
"栋梁","dònɡ liánɡ"
"栋梁材","dònɡ liánɡ cái"
"栋隆","dònɡ lónɡ"
"栋甍","dònɡ ménɡ"
"栋挠","dònɡ náo"
"栋桡","dònɡ ráo"
"栋星","dònɡ xīnɡ"
"栋朽榱崩","dònɡ xiǔ cuī bēnɡ"
"栋楹","dònɡ yínɡ"
"栋宇","dònɡ yǔ"
"栋折","dònɡ shé"
"栋折榱崩","dònɡ shé cuī bēnɡ"
"栋折榱坏","dònɡ shé cuī huài"
"洞谙","dònɡ ān"
"洞案","dònɡ àn"
"洞辟","dònɡ pì"
"洞察","dònɡ chá"
"洞敞","dònɡ chǎnɡ"
"洞澈","dònɡ chè"
"洞赤","dònɡ chì"
"洞出","dònɡ chū"
"洞穿","dònɡ chuān"
"洞达","dònɡ dá"
"洞觛","dònɡ dàn"
"洞荡","dònɡ dànɡ"
"洞丁","dònɡ dīnɡ"
"洞洞","dònɡ dònɡ"
"洞洞惺惺","dònɡ dònɡ xīnɡ xīnɡ"
"洞睹","dònɡ dǔ"
"洞度","dònɡ dù"
"洞发","dònɡ fā"
"洞分","dònɡ fēn"
"洞府","dònɡ fǔ"
"洞感","dònɡ ɡǎn"
"洞肛","dònɡ ɡānɡ"
"洞宫","dònɡ ɡōnɡ"
"洞观","dònɡ ɡuān"
"洞贯","dònɡ ɡuàn"
"洞光","dònɡ ɡuānɡ"
"洞合","dònɡ hé"
"洞壑","dònɡ hè"
"洞黑","dònɡ hēi"
"洞户","dònɡ hù"
"洞豁","dònɡ huō"
"洞监","dònɡ jiān"
"洞见","dònɡ jiàn"
"洞鉴","dònɡ jiàn"
"洞精","dònɡ jīnɡ"
"洞井","dònɡ jǐnɡ"
"洞究","dònɡ jiū"
"洞孔","dònɡ kǒnɡ"
"洞窟","dònɡ kū"
"洞快","dònɡ kuài"
"放脚","fànɡ jiǎo"
"放解","fànɡ jiě"
"放絶","fànɡ "
"放开","fànɡ kāi"
"放开脸皮","fànɡ kāi liǎn pí"
"放空","fànɡ kōnɡ"
"放空炮","fànɡ kōnɡ pào"
"放空气","fànɡ kōnɡ qì"
"放空枪","fànɡ kōnɡ qiānɡ"
"放口","fànɡ kǒu"
"放宽","fànɡ kuān"
"放款","fànɡ kuǎn"
"放旷","fànɡ kuànɡ"
"放赖","fànɡ lài"
"放懒","fànɡ lǎn"
"放滥","fànɡ làn"
"放浪","fànɡ lànɡ"
"放浪不羁","fànɡ lànɡ bù jī"
"放浪不拘","fànɡ lànɡ bù jū"
"放浪无拘","fànɡ lànɡ wú jū"
"放浪形骸","fànɡ lànɡ xínɡ hái"
"放冷风","fànɡ lěnɡ fēnɡ"
"放冷箭","fànɡ lěnɡ jiàn"
"放良","fànɡ liánɡ"
"放疗","fànɡ liáo"
"放溜","fànɡ liū"
"放流","fànɡ liú"
"放龙入海","fànɡ lónɡ rù hǎi"
"放率","fànɡ lǜ"
"放论","fànɡ lùn"
"放马华阳","fànɡ mǎ huá yánɡ"
"放蛮","fànɡ mán"
"放慢","fànɡ màn"
"放蒙挣","fànɡ ménɡ zhènɡ"
"放免","fànɡ miǎn"
"放蔑","fànɡ miè"
"放命","fànɡ mìnɡ"
"放目","fànɡ mù"
"放牧","fànɡ mù"
"放囊","fànɡ nánɡ"
"放麑","fànɡ ní"
"放年学","fànɡ nián xué"
"放牛归马","fànɡ niú ɡuī mǎ"
"放盘","fànɡ pán"
"放炮","fànɡ pào"
"放屁","fànɡ pì"
"放屁喇撒","fànɡ pì lǎ sā"
"放屁辣骚","fànɡ pì là sāo"
"放屁辣臊","fànɡ pì là sào"
"放屁添风","fànɡ pì tiān fēnɡ"
"放僻邪侈","fànɡ pì xié chǐ"
"放泼","fànɡ pō"
"放泼撒豪","fànɡ pō sā háo"
"放气","fànɡ qì"
"放弃","fànɡ qì"
"放迁","fànɡ qiān"
"放钱","fànɡ qián"
"放青","fànɡ qīnɡ"
"放青苗","fànɡ qīnɡ miáo"
"放情","fànɡ qínɡ"
"放情丘壑","fànɡ qínɡ qiū hè"
"放晴","fànɡ qínɡ"
"放秋垄","fànɡ qiū lǒnɡ"
"放去","fànɡ qù"
"放权","fànɡ quán"
"放缺","fànɡ quē"
"放却","fànɡ què"
"放让","fànɡ rànɡ"
"放人","fànɡ rén"
"放任自流","fànɡ rèn zì liú"
"放软顽","fànɡ ruǎn wán"
"放散","fànɡ sàn"
"放杀死","fànɡ shā sǐ"
"放哨","fànɡ shào"
"放射","fànɡ shè"
"放射病","fànɡ shè bìnɡ"
"放射化学","fànɡ shè huà xué"
"放射疗法","fànɡ shè liáo fǎ"
"放射线","fànɡ shè xiàn"
"放射形","fànɡ shè xínɡ"
"放射性","fànɡ shè xìnɡ"
"放射性同位素","fànɡ shè xìnɡ tónɡ wèi sù"
"放射性同位素治疗","fànɡ shè xìnɡ tónɡ wèi sù zhì liáo"
"放射性微尘","fànɡ shè xìnɡ wēi chén"
"放射性污染","fànɡ shè xìnɡ wū rǎn"
"放射性武器","fànɡ shè xìnɡ wǔ qì"
"放射性雨","fànɡ shè xìnɡ yǔ"
"放射性元素","fànɡ shè xìnɡ yuán sù"
"放赦","fànɡ shè"
"放身","fànɡ shēn"
"放生","fànɡ shēnɡ"
"放生池","fànɡ shēnɡ chí"
"放失","fànɡ shī"
"放士","fànɡ shì"
"放式","fànɡ shì"
"放试","fànɡ shì"
"放释","fànɡ shì"
"放手","fànɡ shǒu"
"放水火","fànɡ shuǐ huǒ"
"放肆","fànɡ sì"
"放松","fànɡ sōnɡ"
"放送","fànɡ sònɡ"
"放体","fànɡ tǐ"
"放停","fànɡ tínɡ"
"放头","fànɡ tóu"
"放退","fànɡ tuì"
